JOBS: 
Id = 0, Burst Time = 83, Remaining Time = 83, Priority = 6
JOB ID = 992, Start time = 49764, End time = 49822
JOB ID = 993, Start time = 49822, End time = 49828
JOB ID = 994, Start time = 49828, End time = 49829
JOB ID = 995, Start time = 49829, End time = 49903
JOB ID = 996, Start time = 49903, End time = 49968
JOB ID = 997, Start time = 49968, End time = 50034
JOB ID = 998, Start time = 50034, End time = 50103
JOB ID = 999, Start time = 50103, End time = 50137
Average Response Time: 25329.515000
Average Runtime:50.137000
